source,classification,matching_mips_byte_verification
pc_port/src/world_map_callback_8b644.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_callback_8c844.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_callback_8d678.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_callback_8e76c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_state01_8eb30.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_state2_8eb64.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_vehicle_tail_90620.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_callback_914d0.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_callback_91c18.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_callback_922ac.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_callback_92c70.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_callback_92fd8.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_r4world_71a58.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8bfd4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8e078.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8e0f0.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_90c68.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_90e14.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_907f4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_90fb4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_91ff8.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_3101c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_93484.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_96f18.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_93a5c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_95cd4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_9623c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_983a0.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_987ac.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_9980c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_96328.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_97dc0.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_980d4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_73398.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_73448.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_72db4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_76858.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_76954.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_97070.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_94154.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_7565c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_75d4c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_75e7c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_762fc.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_86124.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_71fec.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_menu_lifecycle.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_session_setup_72238.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_96130.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_966cc.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_737ec.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_747dc.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_740b8.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_97244.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_965a4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_89580.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_89748.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_98cc0.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_9932c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_99bfc.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_99708.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_981c8.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_848b4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_848f4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_85cdc.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_89c78.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8615c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_86798.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_c28c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_c364.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8dff4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_7528c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8e034.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_73b04.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_90a84.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_74794.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_85760.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_85418.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_93354.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_952b0.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_95324.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_93fe4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_94088.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_951a8.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_85158.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_84db8.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_84d00.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_97770.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_941c4.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_94238.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_94364.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8bec8.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8c1dc.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_93534.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_93e8c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_93f18.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_94060.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_helper_8c040.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_private_collision.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_func_94a5c.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/world_map_func_95414.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/port_main.c,RUNTIME_PORT_SOURCE,NOT_APPLICABLE_HOST_ADAPTER_REQUIRES_DIFFERENTIAL_OR_RUNTIME_PROOF
pc_port/src/battle_target_bounds.c,TEST_ONLY,NOT_LINKED
pc_port/src/battle_target_camera.c,TEST_ONLY,NOT_LINKED
pc_port/src/battle_target_eligibility_ram.c,TEST_ONLY,NOT_LINKED
pc_port/src/battle_target_list_ram.c,TEST_ONLY,NOT_LINKED
pc_port/src/battle_target_setup.c,TEST_ONLY,NOT_LINKED
